spread_favorite,team_favorite_id,schedule_week,team_home,team_away,score_away,score_home,home_win,home_favorite,mov,cover,home_qb,away_qb,qb_getting_points,did_they_cover
-6.0,DAL,2,WAS,DAL,31,21,False,False,10,DAL,0.049,0.10400000000000001,False,True
-6.0,BUF,3,BUF,CIN,17,21,True,True,4,CIN,0.012,0.086,True,True
-21.5,DAL,3,DAL,MIA,6,31,True,True,25,DAL,0.10400000000000001,-0.018000000000000002,False,True
-7.0,GB,3,GB,DEN,16,27,True,True,11,GB,0.152,0.069,False,True
-1.5,IND,3,IND,ATL,24,27,True,True,3,IND,0.011000000000000001,0.13,True,False
-3.0,LAC,3,LAC,HOU,27,20,False,True,7,HOU,0.145,0.139,False,False
-9.0,MIN,3,MIN,LV,14,34,True,True,20,MIN,0.1,0.054000000000000006,False,True
-4.0,PHI,3,PHI,DET,27,24,False,True,3,DET,0.1,0.07,False,False
-5.0,SEA,3,SEA,NO,33,27,False,True,6,NO,0.141,0.066,False,False
-5.0,CHI,3,WAS,CHI,31,15,False,False,16,CHI,0.049,0.07,False,True
-3.5,GB,4,GB,PHI,34,27,False,True,7,PHI,0.152,0.1,False,False
-3.5,ATL,4,ATL,TEN,24,10,False,True,14,TEN,0.13,0.09300000000000001,False,False
-7.0,BAL,4,BAL,CLE,40,25,False,True,15,CLE,0.032,0.08900000000000001,True,True
-7.0,NE,4,BUF,NE,16,10,False,False,6,BUF,0.059000000000000004,0.149,False,False
-7.0,KC,4,DET,KC,34,30,False,False,4,DET,0.07,0.20199999999999999,False,False
-6.0,IND,4,IND,LV,31,24,False,True,7,LV,0.011000000000000001,0.054000000000000006,True,True
-15.0,LAC,4,MIA,LAC,30,10,False,False,20,LAC,-0.018000000000000002,0.145,False,True
-2.5,DAL,4,NO,DAL,10,12,True,False,2,NO,0.066,0.10400000000000001,False,False
-3.0,DAL,5,DAL,GB,34,24,False,True,10,GB,0.10400000000000001,0.152,True,True
-4.0,HOU,5,HOU,ATL,32,53,True,True,21,HOU,0.139,0.13,False,True
-10.5,KC,5,KC,IND,19,13,False,True,6,IND,0.20199999999999999,0.011000000000000001,False,False
-4.5,LAC,5,LAC,DEN,20,13,False,True,7,DEN,0.145,0.069,False,False
-3.0,NO,5,NO,TB,24,31,True,True,7,NO,0.066,0.109,True,False
-3.0,TEN,5,TEN,BUF,14,7,False,True,7,BUF,0.09300000000000001,0.012,False,False
-16.5,NE,5,WAS,NE,33,7,False,False,26,NE,0.045,0.149,False,True
-4.5,SF,5,SF,CLE,3,31,True,True,28,SF,0.14300000000000002,0.08900000000000001,False,True
-10.5,BAL,6,BAL,CIN,17,23,True,True,6,CIN,0.032,0.086,True,True
-1.0,CLE,6,CLE,SEA,32,28,False,True,4,SEA,0.08900000000000001,0.141,True,True
-1.5,DEN,6,DEN,TEN,0,16,True,True,16,DEN,0.069,0.09300000000000001,True,False
-3.5,KC,6,KC,HOU,31,24,False,True,7,HOU,0.20199999999999999,0.139,False,False
-5.5,WAS,6,MIA,WAS,17,16,False,False,1,MIA,0.066,0.049,True,True
-3.5,MIN,6,MIN,PHI,20,38,True,True,18,MIN,0.1,0.1,False,False
-7.0,DAL,6,NYJ,DAL,22,24,True,False,2,NYJ,0.027000000000000003,0.10400000000000001,False,False
-3.5,GB,6,GB,DET,22,23,True,True,1,DET,0.152,0.07,False,False
-3.0,KC,7,DEN,KC,30,6,False,False,24,KC,0.069,0.20199999999999999,False,True
-17.0,BUF,7,BUF,MIA,21,31,True,True,10,MIA,0.012,0.066,True,True
-4.0,CHI,7,CHI,NO,36,25,False,True,11,NO,0.07,0.066,False,False
-3.0,DAL,7,DAL,PHI,10,37,True,True,27,DAL,0.10400000000000001,0.1,False,True
-2.5,MIN,7,DET,MIN,42,30,False,False,12,MIN,0.07,0.1,False,True
-5.5,GB,7,GB,LV,24,42,True,True,18,GB,0.152,0.054000000000000006,False,True
-1.0,IND,7,IND,HOU,23,30,True,True,7,IND,0.011000000000000001,0.139,True,False
-3.0,SEA,7,SEA,BAL,30,16,False,True,14,BAL,0.141,0.032,False,False
-2.5,TEN,7,TEN,LAC,20,23,True,True,3,TEN,0.057999999999999996,0.145,True,False
-10.0,SF,7,WAS,SF,9,0,False,False,9,WAS,0.049,0.14300000000000002,False,False
-10.0,NE,7,NYJ,NE,33,0,False,False,33,NE,0.027000000000000003,0.149,False,True
-16.5,MIN,8,MIN,WAS,9,19,True,True,10,WAS,0.1,0.049,False,False
-7.5,SEA,8,ATL,SEA,27,20,False,False,7,ATL,0.107,0.141,False,False
-1.0,BUF,8,BUF,PHI,31,13,False,True,18,PHI,0.012,0.1,True,True
-3.5,CHI,8,CHI,LAC,17,16,False,True,1,LAC,0.07,0.145,True,True
-6.0,HOU,8,HOU,LV,24,27,True,True,3,LV,0.139,0.054000000000000006,False,False
-6.0,IND,8,IND,DEN,13,15,True,True,2,DEN,0.011000000000000001,0.069,True,True
-5.0,GB,8,KC,GB,31,24,False,False,7,GB,0.064,0.152,False,True
-10.0,NE,8,NE,CLE,13,27,True,True,14,NE,0.149,0.08900000000000001,False,True
-2.0,TEN,8,TEN,TB,23,27,True,True,4,TEN,0.057999999999999996,0.109,True,False
-3.0,NE,9,BAL,NE,20,37,True,False,17,BAL,0.032,0.149,False,False
-5.5,MIN,9,KC,MIN,23,26,True,False,3,KC,0.064,0.1,False,False
-4.0,GB,9,LAC,GB,11,26,True,False,15,LAC,0.145,0.152,False,False
-3.0,NYJ,9,MIA,NYJ,18,26,True,False,8,MIA,0.066,0.027000000000000003,True,True
-2.5,LVR,9,LV,DET,24,31,True,False,7,LV,0.054000000000000006,0.07,False,False
-5.0,PHI,9,PHI,CHI,14,22,True,True,8,PHI,0.1,0.07,False,True
-4.0,SEA,9,SEA,TB,34,40,True,True,6,SEA,0.141,0.109,False,True
-1.0,LAC,10,LV,LAC,24,26,True,False,2,LV,0.054000000000000006,0.145,False,False
-3.0,DAL,10,DAL,MIN,28,24,False,True,4,MIN,0.10400000000000001,0.1,False,False
-11.0,IND,10,IND,MIA,16,12,False,True,4,MIA,0.032,0.066,True,True
-13.5,NO,10,NO,ATL,26,9,False,True,17,ATL,0.158,0.13,False,False
-6.0,KC,10,TEN,KC,32,35,True,False,3,TEN,0.057999999999999996,0.20199999999999999,False,False
-6.5,SF,10,SF,SEA,27,24,False,True,3,SEA,0.14300000000000002,0.141,False,False
-4.5,BAL,11,BAL,HOU,7,41,True,True,34,BAL,0.032,0.139,True,False
-2.5,IND,11,IND,JAX,13,33,True,True,20,IND,0.011000000000000001,0.062,True,False
-4.5,NE,11,PHI,NE,17,10,False,False,7,NE,0.1,0.149,False,True
-5.0,NO,11,TB,NO,34,17,False,False,17,NO,0.109,0.158,False,True
-5.5,KC,11,LAC,KC,24,17,False,False,7,KC,0.145,0.20199999999999999,False,True
-3.5,HOU,12,HOU,IND,17,20,True,True,3,IND,0.139,0.011000000000000001,False,False
-3.5,ATL,12,ATL,TB,35,22,False,True,13,TB,0.13,0.109,False,False
-11.0,CLE,12,CLE,MIA,24,41,True,True,17,CLE,0.08900000000000001,0.066,False,True
-5.5,NE,12,NE,DAL,9,13,True,True,4,DAL,0.149,0.10400000000000001,False,False
-3.0,LVR,12,NYJ,LV,3,34,True,False,31,NYJ,0.027000000000000003,0.054000000000000006,False,False
-2.0,SEA,12,PHI,SEA,17,9,False,False,8,SEA,0.1,0.141,False,True
-3.0,SF,12,SF,GB,8,37,True,True,29,SF,0.14300000000000002,0.152,True,False
-4.0,TEN,12,TEN,JAX,20,42,True,True,22,TEN,0.057999999999999996,0.062,True,False
-7.0,NO,13,ATL,NO,26,18,False,False,8,NO,0.13,0.158,False,True
-6.5,DAL,13,DAL,BUF,26,15,False,True,11,BUF,0.10400000000000001,0.012,False,False
-5.5,BAL,13,BAL,SF,17,20,True,True,3,SF,0.032,0.14300000000000002,True,True
-3.0,NYJ,13,CIN,NYJ,6,22,True,False,16,CIN,0.086,0.027000000000000003,True,True
-3.0,NE,13,HOU,NE,22,28,True,False,6,HOU,0.139,0.149,False,False
-1.0,TEN,13,IND,TEN,31,17,False,False,14,TEN,0.011000000000000001,0.057999999999999996,False,True
-3.0,TB,13,JAX,TB,28,11,False,False,17,TB,0.062,0.109,False,True
-10.5,KC,13,KC,LV,9,40,True,True,31,KC,0.20199999999999999,0.054000000000000006,False,True
-10.0,PHI,13,MIA,PHI,31,37,True,False,6,MIA,0.066,0.1,False,False
-2.5,SEA,13,SEA,MIN,30,37,True,True,7,SEA,0.141,0.1,False,True
-3.0,DAL,14,CHI,DAL,24,31,True,False,7,CHI,0.07,0.10400000000000001,False,False
-6.0,BAL,14,BUF,BAL,24,17,False,False,7,BAL,0.012,0.032,False,True
-6.5,CLE,14,CLE,CIN,19,27,True,True,8,CLE,0.08900000000000001,0.086,False,True
-3.0,NE,14,NE,KC,23,16,False,True,7,KC,0.149,0.20199999999999999,True,True
-1.5,NO,14,NO,SF,48,46,False,True,2,SF,0.158,0.14300000000000002,False,False
-5.0,NYJ,14,NYJ,MIA,21,22,True,True,1,MIA,0.027000000000000003,0.066,True,True
-2.5,TEN,14,LV,TEN,42,21,False,False,21,TEN,0.054000000000000006,0.057999999999999996,False,True
-9.5,PHI,14,PHI,NYG,17,23,True,True,6,NYG,0.1,0.079,False,False
-17.0,BAL,15,BAL,NYJ,21,42,True,True,21,BAL,0.032,0.027000000000000003,False,True
-10.5,NE,15,CIN,NE,34,13,False,False,21,NE,0.086,0.149,False,True
-4.5,GB,15,GB,CHI,13,21,True,True,8,GB,0.152,0.07,False,True
-1.0,MIN,15,LAC,MIN,39,10,False,False,29,MIN,0.145,0.1,True,False
-3.5,NYG,15,NYG,MIA,20,36,True,True,16,NYG,0.079,0.066,False,True
-10.0,SF,15,SF,ATL,29,22,False,True,7,ATL,0.14300000000000002,0.13,False,False
-3.0,TEN,15,TEN,HOU,24,21,False,True,3,HOU,0.057999999999999996,0.139,True,True
-8.5,NO,15,NO,IND,7,34,True,True,27,NO,0.158,0.011000000000000001,False,True
-6.5,NE,16,NE,BUF,17,24,True,True,7,NE,0.149,0.012,False,True
-7.0,KC,16,CHI,KC,26,3,False,False,23,KC,0.07,0.20199999999999999,False,True
-10.0,BAL,16,CLE,BAL,31,15,False,False,16,BAL,0.08900000000000001,0.032,True,False
-7.5,LAC,16,LAC,LV,24,17,False,True,7,LV,0.145,0.054000000000000006,False,False
-1.5,CIN,16,MIA,CIN,35,38,True,False,3,MIA,0.066,0.086,False,False
-2.0,DAL,16,PHI,DAL,9,17,True,False,8,PHI,0.1,0.10400000000000001,False,False
-3.0,NO,16,TEN,NO,38,28,False,False,10,NO,0.057999999999999996,0.158,False,True
-4.0,MIN,16,MIN,GB,23,10,False,True,13,GB,0.1,0.152,True,True
-1.0,NYJ,17,BUF,NYJ,13,6,False,False,7,NYJ,0.059000000000000004,0.027000000000000003,True,False
-2.5,CLE,17,CIN,CLE,23,33,True,False,10,CIN,0.086,0.08900000000000001,False,False
-12.5,DAL,17,DAL,WAS,16,47,True,True,31,DAL,0.10400000000000001,0.049,False,True
-9.5,KC,17,KC,LAC,21,31,True,True,10,KC,0.20199999999999999,0.145,False,True
-17.0,NE,17,NE,MIA,27,24,False,True,3,MIA,0.149,0.066,False,False
-3.5,SF,17,SEA,SF,26,21,False,False,5,SF,0.141,0.14300000000000002,False,True
-1.0,TB,17,TB,ATL,28,22,False,True,6,ATL,0.109,0.13,True,True
